eMolecules ID,canonical isomeric SMILES,eMolecules SMILES,"pKas in [3,11]",XlogP,MolWt,Availability (mg),Price,group
7616001,c1cc2c(c(sc2nc1)C(=O)N)N,NC(=O)c1sc2c(c1N)cccn2,"[3.454, 10.685]",0.25700002908706665,193.226,970.0,168.0,fragment-like
1570822,c1cc2cccnc2c(c1)NC(=O)c3ccc(cc3)Cl,Clc1ccc(cc1)C(=O)Nc1cccc2c1nccc2,[3.95],3.5879998207092285,282.724,176.0,168.0,fragment-like
44750813,Cc1cnc(s1)Nc2ccccn2,Cc1cnc(s1)Nc1ccccn1,"[3.718, 6.011]",1.4719998836517334,191.253,1015.0,168.0,fragment-like
859659,c1ccc(cc1)c2cc(c(s2)N)C(=O)N,NC(=O)c1cc(sc1N)c1ccccc1,[9.967],2.1570000648498535,218.275,19471.5,223.0,fragment-like
1155596,COc1ccc(cc1)NC(=O)/C=C/c2ccccc2,COc1ccc(cc1)NC(=O)/C=C/c1ccccc1,[5.1],3.4800002574920654,253.296,100.0,168.0,fragment-like
4038159,Cc1ccc(cc1C)c2csc(c2C(=O)N)NC(=O)CCCC(=O)O,OC(=O)CCCC(=O)Nc1scc(c1C(=O)N)c1ccc(c(c1)C)C,[4.663],2.314000129699707,360.42699999999996,100.0,168.0,
2259473,c1ccc(c(c1)C(=O)Nc2nnc(s2)SCc3cccc(c3)F)Cl,Fc1cccc(c1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,[6.525],5.237000465393066,379.85900000000004,302.0,168.0,
6766101,c1ccc(cc1)CSc2nnc(s2)NC(=O)c3ccc(cc3)F,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccccc1,[7.202],4.621000289916992,345.414,,355.0,fragment-like
4541974,Cn1c2c(c(=O)[nH]c1=O)n3cc(n(c3n2)CCCCO)c4ccccc4,OCCCCn1c(cn2c1nc1c2c(=O)[nH]c(=O)n1C)c1ccccc1,[10.208],1.2639998197555542,353.375,,355.0,
31653344,c1ccc(cc1)n2cnc3c2ccc(c3)N,Nc1ccc2c(c1)ncn2c1ccccc1,[6.348],2.3329999446868896,209.247,50213.0,148.0,fragment-like
5784088,c1cc(ccc1c2nnc3n2nc(cc3)NC4CC4)C(F)(F)F,FC(c1ccc(cc1)c1nnc2n1nc(cc2)NC1CC1)(F)F,[4.394],4.128999710083008,319.284,3175.0,414.0,fragment-like
1421743,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(cc3)OC,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)OC,[9.167],3.7950000762939453,342.412,724.0,168.0,fragment-like
5616156,c1cc(cc(c1)F)CSc2nnc(o2)c3ccncc3,Fc1cccc(c1)CSc1nnc(o1)c1ccncc1,[4.902],3.440999746322632,287.312,428.5,148.0,fragment-like
1782302,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(cc3)Cl,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl,[9.167],4.555000305175781,346.83099999999996,140.0,168.0,fragment-like
5639199,c1ccc(cc1)Nc2c3ccccc3ncn2.Cl,c1ccc(cc1)Nc1ncnc2c1cccc2.Cl,[4.05],3.2830004692077637,257.718,2124.0,414.0,fragment-like
3513384,c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccc(cc4)F,Fc1ccc(cc1)C(=O)Nc1ccccc1c1nc2ccccc2[nH]c1=O,[8.46],4.201000213623047,359.353,107.7,249.0,
832041,COc1ccc(cc1)/C=C\2/C(=O)NC(=O)S2,COc1ccc(cc1)/C=C/1\SC(=O)NC1=O,[8.112],2.315999984741211,235.25900000000001,289.0,168.0,fragment-like
1532460,Cc1ccc2c(c1)oc(n2)c3cc(cc(c3O)C)N,Nc1cc(C)c(c(c1)c1oc2c(n1)ccc(c2)C)O,"[5.184, 8.99]",2.880000114440918,254.28400000000002,3132.0,168.0,fragment-like
27013168,CSc1ccc(cc1)/C=C/2\C(=O)NC(=O)N2,CSc1ccc(cc1)/C=C\1/NC(=O)NC1=O,[8.74],1.8569998741149902,234.274,135.0,355.0,fragment-like
1267281,CCOc1ccc(cc1)Nc2c(cnc(n2)Nc3ccc(cc3)OCC)F,CCOc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OCC)F,[3.892],3.051999807357788,368.405,113.0,219.0,
3044617,c1ccc(c(c1)C(=O)Nc2nnc(s2)SCc3ccc(cc3)F)Cl,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,[6.525],5.237000465393066,379.85900000000004,121.5,148.0,
10748986,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,"[6.992, 8.185]",1.8869997262954712,488.006,,148.0,drug-like
1415746,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,OCCNc1ncnc2c1c(c1ccc(cc1)OC)c(o2)c1ccc(cc1)OC,[4.829],2.7940003871917725,391.42,398.0,168.0,drug-like
8687115,c1cc(cc(c1)Cl)CSc2nnc(o2)c3ccncc3,Clc1cccc(c1)CSc1nnc(o1)c1ccncc1,[4.902],3.92199969291687,303.767,128.4,,fragment-like
1242692,Cn1c2c(c(=O)[nH]c1=O)n(c(n2)S)Cc3ccc(cc3)Cl,Clc1ccc(cc1)Cn1c(S)nc2c1c(=O)[nH]c(=O)n2C,"[5.556, 10.973]",2.2929999828338623,322.77,107.0,168.0,fragment-like
2720837,c1ccc2c(c1)cc(c(n2)N)C(=O)N,NC(=O)c1cc2ccccc2nc1N,[4.03],1.0870000123977661,187.19799999999998,,355.0,fragment-like
491595,c1cscc1C(=O)O,OC(=O)c1cscc1,[4.913],0.6669999957084656,128.149,1230.0,275.0,
498764,c1cc2c(cc(=O)oc2cc1O)CC(=O)O,OC(=O)Cc1cc(=O)oc2c1ccc(c2)O,"[3.62, 8.794]",-0.07300001382827759,220.178,119550.0,414.0,fragment-like
5428814,c1cc(cc(c1)F)CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,[6.888],5.236999988555908,379.85900000000004,341.5,,
3365457,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(c(c3)Cl)Cl,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(c(c1)Cl)Cl,[9.167],5.1710004806518555,381.276,489.9,148.0,drug-like
1284691,c1cc(c(c(c1)Cl)C(=O)Nc2ccncc2)Cl,O=C(c1c(Cl)cccc1Cl)Nc1ccncc1,"[4.714, 9.847]",2.927000045776367,267.111,385.0,275.0,fragment-like
2069689,c1cc(cc(c1)F)/C=C/2\C(=O)NC(=O)S2,O=C1NC(=O)/C(=C\c2cccc(c2)F)/S1,[8.015],2.5949997901916504,223.22400000000002,126.0,275.0,fragment-like
5428828,c1cc(cc(c1)F)CSc2nnc(s2)NC(=O)c3ccc(cc3)F,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,[7.202],4.75600004196167,363.405,113.1,400.0,
1367649,Cc1ccc2c(c1)c(c(c(=O)[nH]2)CC(=O)O)c3ccccc3,OC(=O)Cc1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)C,[4.109],2.8030002117156982,293.317,232.1,223.0,fragment-like
490595,COc1ccc2c(cc(=O)oc2c1)CC(=O)O,COc1ccc2c(c1)oc(=O)cc2CC(=O)O,[3.621],0.6690000891685486,234.205,3439.8,223.0,fragment-like
46568548,c1ccc(c(c1)/C=C\2/c3ccccc3NC2=O)O,Oc1ccccc1/C=C/1\C(=O)Nc2c1cccc2,"[3.158, 7.89]",2.2700002193450928,237.253,139.0,219.0,fragment-like
1934441,c1cscc1c2cc(c(s2)C(=O)N)N,NC(=O)c1sc(cc1N)c1cscc1,"[4.474, 10.895]",1.4209998846054077,224.303,2373.0,414.0,fragment-like
2183015,c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl)Br,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br,[6.888],5.899999618530273,440.765,482.2,400.0,drug-like
5432942,c1ccc(cc1)CSc2nnc(s2)NC(=O)c3ccccc3Cl,O=C(c1ccccc1Cl)Nc1nnc(s1)SCc1ccccc1,[6.36],5.1020002365112305,361.869,106.1,148.0,
8765039,c1ccc(cc1)n2cnc3c2ccc(c3)C(=O)O,OC(=O)c1ccc2c(c1)ncn2c1ccccc1,"[3.213, 5.772]",2.1110000610351562,238.24099999999999,12742.3,400.0,fragment-like
5758581,Cc1ccc(cn1)c2c(cc(cn2)Cl)c3ccc(cc3)S(=O)(=O)C,Clc1cnc(c(c1)c1ccc(cc1)S(=O)(=O)C)c1ccc(nc1)C,[4.15],3.2059998512268066,358.842,2045.0,400.0,
13419113,c1ccc(cc1)NC(=O)c2c3ccccc3[nH]n2,O=C(c1n[nH]c2c1cccc2)Nc1ccccc1,[8.398],2.6429998874664307,237.257,762.8,223.0,fragment-like
3374919,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccncc3,O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccncc1,[5.124],3.241000175476074,304.343,211.0,168.0,fragment-like
827004,Cc1cc(nc2c1c(c(s2)C(=O)N)N)C,Cc1cc(C)c2c(n1)sc(c2N)C(=O)N,"[4.423, 10.789]",0.7890000343322754,221.27900000000002,1070.0,168.0,fragment-like
1852544,c1cc(oc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,O=C(c1ccco1)Nc1sc2c(c1C(=O)N)CCCC2,[10.893],1.819000005722046,290.33799999999997,1841.0,168.0,fragment-like
1415762,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO,OCCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,[4.294],3.0820000171661377,331.36800000000005,159.0,168.0,fragment-like
1990422,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)N,COc1ccc(cc1)c1oc2c(c1c1ccc(cc1)OC)c(N)ncn2,[4.245],3.2940003871917725,347.36699999999996,140.0,,fragment-like
46518204,COc1cccc(c1)/C=C\2/C(=O)NC(=O)S2,COc1cccc(c1)/C=C/1\SC(=O)NC1=O,[8.05],2.315999984741211,235.25900000000001,147.0,219.0,fragment-like
4424334,c1ccc2c(c1)c(nnc2Nc3ccc(c(c3)Cl)Cl)c4ccc(cc4)C(=O)N,NC(=O)c1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(c(c1)Cl)Cl,[5.578],4.270000457763672,409.26800000000003,308.0,168.0,drug-like
718480,c1cc(c(cc1NC(=O)c2cc(cc(c2O)Cl)Cl)Cl)Cl,Clc1cc(Cl)c(c(c1)C(=O)Nc1ccc(c(c1)Cl)Cl)O,[4.538],5.140000343322754,351.01199999999994,690.0,355.0,
17664146,CN1CCN(CC1)c2c(cccc2Cl)NC(=O)c3ccc(o3)Br,CN1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br,[7.773],3.1090002059936523,398.68199999999996,379.0,168.0,drug-like
6458515,Cc1cccc(c1)Cc2cnc(s2)NC(=O)c3cccs3,Cc1cccc(c1)Cc1cnc(s1)NC(=O)c1cccs1,[9.839],3.9170005321502686,314.425,373.8,249.0,fragment-like
49863829,c1ccc(cc1)Oc2ccc(cc2)c3c4c(ncnc4[nH]n3)N,Nc1ncnc2c1c(n[nH]2)c1ccc(cc1)Oc1ccccc1,"[3.904, 9.842]",3.001999616622925,303.318,,148.0,fragment-like
2253464,c1cc(c(cc1Cl)C(=O)Nc2ccncc2)Cl,Clc1ccc(c(c1)C(=O)Nc1ccncc1)Cl,"[4.714, 10.167]",2.927000045776367,267.111,438.0,,fragment-like
32176495,Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O.CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,Fc1cccc(c1)COc1ccc(cc1Cl)Nc1ncnc2c1cc(cc2)c1ccc(o1)CNCCS(=O)(=O)C.Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O,"[3.928, 8.582]",5.7210001945495605,925.461,,148.0,
35679514,c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl)F,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccc(cc1)Cl,[6.888],5.236999988555908,379.85900000000004,300.0,148.0,
25876127,c1cc(cc(c1)C(F)(F)F)/C=C/2\C(=O)NC(=O)S2,O=C1NC(=O)/C(=C\c2cccc(c2)C(F)(F)F)/S1,[8.073],3.364999532699585,273.231,411.5,249.0,fragment-like
8332960,c1ccc2c(c1)nc(n2CC3CC3)c4c(non4)N,Nc1nonc1c1nc2c(n1CC1CC1)cccc2,[4.082],2.43999981880188,255.275,300.0,168.0,fragment-like
45791907,CCCOc1ccc(cc1)/C=C\2/C(=O)NC(=O)S2,CCCOc1ccc(cc1)/C=C/1\SC(=O)NC1=O,[8.112],3.2080001831054688,263.312,124.0,,fragment-like
45490344,c1ccc(cc1)C(=O)Nc2ccncc2,O=C(c1ccccc1)Nc1ccncc1,[4.714],1.6949999332427979,198.22099999999998,116.0,168.0,fragment-like
1503405,Cc1nnc2n1nc(s2)c3ccc(cc3)N,Nc1ccc(cc1)c1nn2c(s1)nnc2C,"[3.49, 5.213]",2.600999593734741,231.27700000000002,13483.0,275.0,fragment-like
46568819,c1cc(cc(c1)OCc2ccc(cc2Cl)Cl)/C=C/3\C(=O)NC(=O)S3,O=C1NC(=O)/C(=C\c2cccc(c2)OCc2ccc(cc2Cl)Cl)/S1,[8.05],5.238000392913818,380.245,154.0,219.0,drug-like
719540,c1ccc(cc1)n2c3c(cn2)c(ncn3)N,Nc1ncnc2c1cnn2c1ccccc1,[3.869],1.4990001916885376,211.22299999999998,3430.0,414.0,fragment-like
45945887,COc1cc(cc(c1O)I)/C=C/2\C(=O)NC(=O)S2,COc1cc(/C=C\2/SC(=O)NC2=O)cc(c1O)I,"[6.235, 8.024]",2.75600004196167,377.155,170.0,219.0,
17004732,c1cc(c(c(c1)Cl)C(=O)Nc2ccncc2)F,O=C(c1c(F)cccc1Cl)Nc1ccncc1,"[4.714, 10.192]",2.7859997749328613,250.65599999999998,115.0,168.0,fragment-like
2546448,CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)F,O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)F,[3.417],3.4079995155334473,277.29400000000004,114.0,168.0,fragment-like
46568821,c1cc(cc(c1)Cl)/C=C\2/C(=O)NC(=O)S2,O=C1NC(=O)/C(=C/c2cccc(c2)Cl)/S1,[8.009],3.0759997367858887,239.678,164.0,275.0,fragment-like
5551808,Cc1ccc2c(c1)sc(n2)NC(=O)Cc3csc(n3)NC(=O)Nc4cccc(c4)Cl,O=C(Nc1nc2c(s1)cc(cc2)C)Cc1csc(n1)NC(=O)Nc1cccc(c1)Cl,"[8.865, 10.738]",4.809000015258789,457.95599999999996,148.0,400.0,drug-like
5828805,Cc1cccc(c1)Nc2c3cc(c(cc3ncn2)OC)OC,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)C,[4.267],2.5950002670288086,295.336,1864.0,414.0,fragment-like
45945033,CCOc1cc2c(cc1/C=C\3/C(=O)NC(=O)S3)OCO2,CCOc1cc2OCOc2cc1/C=C/1\SC(=O)NC1=O,[8.112],2.442999839782715,293.295,147.0,219.0,fragment-like
901322,c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl,OC(=O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,[3.399],2.9590001106262207,354.185,1026.0,168.0,
1339083,c1nc(c2c3c(sc2n1)CCCCC3)N,Nc1ncnc2c1c1CCCCCc1s2,[4.064],2.0309998989105225,219.30599999999998,4273.0,414.0,fragment-like
18897105,c1ccc2c(c1)c(=O)[nH]c(n2)CCC(=O)Nc3ncc(s3)Cc4ccc(c(c4)F)F,O=C(Nc1ncc(s1)Cc1ccc(c(c1)F)F)CCc1nc2ccccc2c(=O)[nH]1,"[9.381, 10.773]",3.3410000801086426,426.439,247.7,223.0,drug-like
1078483,c1cc(ccc1/C=C\2/C(=O)NC(=O)S2)F,O=C1NC(=O)S/C/1=C\c1ccc(cc1)F,[8.039],2.5950000286102295,223.22400000000002,363.0,275.0,fragment-like
45772500,COc1ccc(cc1)/C=C/2\C(=O)N(C(=O)S2)CCN.Cl,NCCN1C(=O)S/C(=C/c2ccc(cc2)OC)/C1=O.Cl,[8.43],2.564000129699707,314.788,,,fragment-like
1026999,COc1cccc(c1)Nc2c3cc(c(cc3ncn2)OC)OC,COc1cccc(c1)Nc1ncnc2c1cc(OC)c(c2)OC,[4.267],2.1549999713897705,311.335,8511.0,,fragment-like
4375254,CCOC(=O)c1ccc(cc1)Nc2cc(nc(n2)Nc3ccc(cc3)C(=O)OCC)C,CCOC(=O)c1ccc(cc1)Nc1cc(C)nc(n1)Nc1ccc(cc1)C(=O)OCC,[6.336],2.937000036239624,420.461,319.0,168.0,drug-like
840416,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)N,Nc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,[3.711],3.5820000171661377,287.315,,355.0,fragment-like
1856737,c1cc(ccc1Nc2c3c4c(sc3ncn2)CCCC4)F,Fc1ccc(cc1)Nc1ncnc2c1c1CCCCc1s2,[3.306],3.316999673843384,299.366,150.6,249.0,fragment-like
837243,CC(C)OC(=O)c1c(csc1N)c2ccc(c(c2)OC)OC,COc1cc(ccc1OC)c1csc(c1C(=O)OC(C)C)N,[10.184],4.079999923706055,321.39099999999996,10117.0,168.0,fragment-like
1472238,c1ccc(cc1)OCc2nnc(s2)NC(=O)c3cccs3,O=C(c1cccs1)Nc1nnc(s1)COc1ccccc1,[6.921],3.205000162124634,317.38599999999997,,355.0,fragment-like
25775229,c1cc(c(cc1Cl)Cl)c2ccc(o2)/C=C/3\C(=O)NC(=O)S3,O=C1S/C(=C/c2ccc(o2)c2ccc(cc2Cl)Cl)/C(=O)N1,[8.052],4.389000415802002,340.181,647.0,168.0,fragment-like
26089200,c1cc(ccc1/C=C\2/C(=O)NC(=O)S2)Br,O=C1NC(=O)S/C/1=C\c1ccc(cc1)Br,[8.031],3.257999897003174,284.129,220.0,275.0,fragment-like
493608,c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,"[8.416, 10.823]",1.7130001783370972,254.238,1056.0,168.0,fragment-like
901874,c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3,O=S(=O)(c1cccc2c1ccnc2)N1CCNCCC1,"[4.092, 8.862]",0.7929999828338623,291.369,,223.0,fragment-like
1457396,c1cc(cc(c1)Nc2nc(cs2)c3ccc(cc3O)O)C(=O)O,Oc1ccc(c(c1)O)c1csc(n1)Nc1cccc(c1)C(=O)O,"[4.157, 9.093]",1.421000361442566,328.342,177.0,168.0,fragment-like
2266357,c1cc(c(c(c1)Cl)Cl)C(=O)Nc2ccncc2,O=C(c1cccc(c1Cl)Cl)Nc1ccncc1,"[4.714, 10.167]",2.9270002841949463,267.111,104.0,168.0,fragment-like
3590441,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3cccc(c3)OC,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1cccc(c1)OC,[9.167],3.7950000762939453,342.412,545.9,148.0,fragment-like
